"year","region","site","sample","sampleID","taxonL","abundance"
2014,"choked","choked_sandspit","1","choked_sandspit_1","Idoteidae",6
2014,"choked","choked_sandspit","1","choked_sandspit_1","Lacuna",32
2014,"choked","choked_sandspit","1","choked_sandspit_1","Leptochelia",1
2014,"choked","choked_sandspit","1","choked_sandspit_1","Photis",26
2014,"choked","choked_sandspit","1","choked_sandspit_1","Platynereis",2
2014,"choked","choked_sandspit","1","choked_sandspit_1","Pontogeneia.rostrata",28
2014,"choked","choked_sandspit","1","choked_sandspit_1","Pugettia",1
2014,"choked","choked_sandspit","1","choked_sandspit_1","Tegula.funebralis",2
2014,"choked","choked_sandspit","10","choked_sandspit_10","Aoroides",56
2014,"choked","choked_sandspit","10","choked_sandspit_10","Caprella.californica",29
2014,"choked","choked_sandspit","10","choked_sandspit_10","Colus",1
2014,"choked","choked_sandspit","10","choked_sandspit_10","Idoteidae",9
2014,"choked","choked_sandspit","10","choked_sandspit_10","Lacuna",299
2014,"choked","choked_sandspit","10","choked_sandspit_10","Mytilidae",7
2014,"choked","choked_sandspit","10","choked_sandspit_10","Photis",3
2014,"choked","choked_sandspit","10","choked_sandspit_10","Pontogeneia.rostrata",241
2014,"choked","choked_sandspit","11","choked_sandspit_11","Aoroides",15
2014,"choked","choked_sandspit","11","choked_sandspit_11","Caprella.californica",10
2014,"choked","choked_sandspit","11","choked_sandspit_11","Harpacticoida",7
2014,"choked","choked_sandspit","11","choked_sandspit_11","Idoteidae",7
2014,"choked","choked_sandspit","11","choked_sandspit_11","Lacuna",130
2014,"choked","choked_sandspit","11","choked_sandspit_11","Leptochelia",3
2014,"choked","choked_sandspit","11","choked_sandspit_11","Mytilidae",13
2014,"choked","choked_sandspit","11","choked_sandspit_11","Paracerceis.cordata",62
2014,"choked","choked_sandspit","11","choked_sandspit_11","Photis",7
2014,"choked","choked_sandspit","11","choked_sandspit_11","Platynereis",1
2014,"choked","choked_sandspit","11","choked_sandspit_11","Pontogeneia.rostrata",10
2014,"choked","choked_sandspit","11","choked_sandspit_11","Tegula.funebralis",1
2014,"choked","choked_sandspit","13","choked_sandspit_13","Aoroides",88
2014,"choked","choked_sandspit","13","choked_sandspit_13","Caprella.californica",17
2014,"choked","choked_sandspit","13","choked_sandspit_13","Caprella.mutica",2
2014,"choked","choked_sandspit","13","choked_sandspit_13","Idoteidae",8
2014,"choked","choked_sandspit","13","choked_sandspit_13","Lacuna",146
2014,"choked","choked_sandspit","13","choked_sandspit_13","Mytilidae",2
2014,"choked","choked_sandspit","13","choked_sandspit_13","Platynereis",2
2014,"choked","choked_sandspit","13","choked_sandspit_13","Pontogeneia.rostrata",119
2014,"choked","choked_sandspit","5","choked_sandspit_5","Aoroides",87
2014,"choked","choked_sandspit","5","choked_sandspit_5","Caprella.californica",53
2014,"choked","choked_sandspit","5","choked_sandspit_5","Caprella.mutica",1
2014,"choked","choked_sandspit","5","choked_sandspit_5","Exogone",9
2014,"choked","choked_sandspit","5","choked_sandspit_5","Harpacticoida",9
2014,"choked","choked_sandspit","5","choked_sandspit_5","Idoteidae",27
2014,"choked","choked_sandspit","5","choked_sandspit_5","Lacuna",117
2014,"choked","choked_sandspit","5","choked_sandspit_5","Minolia.peramabilis",5
2014,"choked","choked_sandspit","5","choked_sandspit_5","Mytilidae",2
2014,"choked","choked_sandspit","5","choked_sandspit_5","Photis",35
2014,"choked","choked_sandspit","5","choked_sandspit_5","Platynereis",1
2014,"choked","choked_sandspit","5","choked_sandspit_5","Pontogeneia.rostrata",16
2014,"choked","choked_sandspit","6A","choked_sandspit_6A","Aoroides",23
2014,"choked","choked_sandspit","6A","choked_sandspit_6A","Caprella.californica",24
2014,"choked","choked_sandspit","6A","choked_sandspit_6A","Harpacticoida",5
2014,"choked","choked_sandspit","6A","choked_sandspit_6A","Idoteidae",8
2014,"choked","choked_sandspit","6A","choked_sandspit_6A","Lacuna",119
2014,"choked","choked_sandspit","6A","choked_sandspit_6A","Leptochelia",1
2014,"choked","choked_sandspit","6A","choked_sandspit_6A","Mytilidae",9
2014,"choked","choked_sandspit","6A","choked_sandspit_6A","Paracerceis.cordata",2
2014,"choked","choked_sandspit","6A","choked_sandspit_6A","Photis",9
2014,"choked","choked_sandspit","6A","choked_sandspit_6A","Phyllaplysia.taylori",5
2014,"choked","choked_sandspit","6A","choked_sandspit_6A","Platynereis",6
2014,"choked","choked_sandspit","6A","choked_sandspit_6A","Pontogeneia.rostrata",51
2014,"choked","choked_sandspit","6B","choked_sandspit_6B","Aoroides",3
2014,"choked","choked_sandspit","6B","choked_sandspit_6B","Caprella.californica",11
2014,"choked","choked_sandspit","6B","choked_sandspit_6B","Idoteidae",3
2014,"choked","choked_sandspit","6B","choked_sandspit_6B","Lacuna",13
2014,"choked","choked_sandspit","6B","choked_sandspit_6B","Mytilidae",1
2014,"choked","choked_sandspit","6B","choked_sandspit_6B","Paracerceis.cordata",1
2014,"choked","choked_sandspit","6B","choked_sandspit_6B","Photis",2
2014,"choked","choked_sandspit","6B","choked_sandspit_6B","Pontogeneia.rostrata",12
2014,"choked","choked_sandspit","7A","choked_sandspit_7A","Ampithoidae",2
2014,"choked","choked_sandspit","7A","choked_sandspit_7A","Aoroides",5
2014,"choked","choked_sandspit","7A","choked_sandspit_7A","Caprella.californica",6
2014,"choked","choked_sandspit","7A","choked_sandspit_7A","Exogone",1
2014,"choked","choked_sandspit","7A","choked_sandspit_7A","Harpacticoida",1
2014,"choked","choked_sandspit","7A","choked_sandspit_7A","Idoteidae",1
2014,"choked","choked_sandspit","7A","choked_sandspit_7A","Lacuna",2
2014,"choked","choked_sandspit","7A","choked_sandspit_7A","Photis",3
2014,"choked","choked_sandspit","7A","choked_sandspit_7A","Pontogeneia.rostrata",6
2014,"choked","choked_sandspit","7B","choked_sandspit_7B","Aoroides",37
2014,"choked","choked_sandspit","7B","choked_sandspit_7B","Caprella.californica",14
2014,"choked","choked_sandspit","7B","choked_sandspit_7B","Caprella.mutica",1
2014,"choked","choked_sandspit","7B","choked_sandspit_7B","Idoteidae",1
2014,"choked","choked_sandspit","7B","choked_sandspit_7B","Lacuna",57
2014,"choked","choked_sandspit","7B","choked_sandspit_7B","Leptochelia",13
2014,"choked","choked_sandspit","7B","choked_sandspit_7B","Mytilidae",2
2014,"choked","choked_sandspit","7B","choked_sandspit_7B","Paracerceis.cordata",10
2014,"choked","choked_sandspit","7B","choked_sandspit_7B","Photis",10
2014,"choked","choked_sandspit","7B","choked_sandspit_7B","Platynereis",3
2014,"choked","choked_sandspit","7B","choked_sandspit_7B","Pontogeneia.rostrata",13
2014,"choked","choked_sandspit","8A","choked_sandspit_8A","Aoroides",29
2014,"choked","choked_sandspit","8A","choked_sandspit_8A","Caprella.californica",36
2014,"choked","choked_sandspit","8A","choked_sandspit_8A","Idoteidae",7
2014,"choked","choked_sandspit","8A","choked_sandspit_8A","Lacuna",37
2014,"choked","choked_sandspit","8A","choked_sandspit_8A","Margarites.helicinus",1
2014,"choked","choked_sandspit","8A","choked_sandspit_8A","Platynereis",2
2014,"choked","choked_sandspit","8A","choked_sandspit_8A","Pontogeneia.rostrata",87
2014,"choked","choked_sandspit","8B","choked_sandspit_8B","Aoroides",8
2014,"choked","choked_sandspit","8B","choked_sandspit_8B","Caprella.californica",25
2014,"choked","choked_sandspit","8B","choked_sandspit_8B","Idoteidae",7
2014,"choked","choked_sandspit","8B","choked_sandspit_8B","Lacuna",64
2014,"choked","choked_sandspit","8B","choked_sandspit_8B","Mytilidae",4
2014,"choked","choked_sandspit","8B","choked_sandspit_8B","Phyllaplysia.taylori",2
2014,"choked","choked_sandspit","8B","choked_sandspit_8B","Platynereis",3
2014,"choked","choked_sandspit","8B","choked_sandspit_8B","Pontogeneia.rostrata",93
2014,"choked","choked_sandspit","9","choked_sandspit_9","Ampithoidae",1
2014,"choked","choked_sandspit","9","choked_sandspit_9","Aoroides",22
2014,"choked","choked_sandspit","9","choked_sandspit_9","Caprella.californica",18
2014,"choked","choked_sandspit","9","choked_sandspit_9","Exogone",1
2014,"choked","choked_sandspit","9","choked_sandspit_9","Idoteidae",12
2014,"choked","choked_sandspit","9","choked_sandspit_9","Lacuna",6
2014,"choked","choked_sandspit","9","choked_sandspit_9","Photis",5
2014,"choked","choked_sandspit","9","choked_sandspit_9","Pontogeneia.rostrata",72
2014,"goose","goose_south_east","1","goose_south_east_1","Caprella.californica",1
2014,"goose","goose_south_east","1","goose_south_east_1","Caprella.laeviuscula",1
2014,"goose","goose_south_east","1","goose_south_east_1","Lacuna",52
2014,"goose","goose_south_east","1","goose_south_east_1","Monocorophium",1
2014,"goose","goose_south_east","1","goose_south_east_1","Platynereis",2
2014,"goose","goose_south_east","1","goose_south_east_1","Pontogeneia.rostrata",1
2014,"goose","goose_south_east","1","goose_south_east_1","Tegula.funebralis",5
2014,"goose","goose_south_east","10","goose_south_east_10","Aoroides",1
2014,"goose","goose_south_east","10","goose_south_east_10","Caprella.californica",18
2014,"goose","goose_south_east","10","goose_south_east_10","Haminoe",1
2014,"goose","goose_south_east","10","goose_south_east_10","Idoteidae",1
2014,"goose","goose_south_east","10","goose_south_east_10","Lacuna",36
2014,"goose","goose_south_east","10","goose_south_east_10","Lottia.alveus",1
2014,"goose","goose_south_east","10","goose_south_east_10","Photis",3
2014,"goose","goose_south_east","10","goose_south_east_10","Phyllaplysia.taylori",1
2014,"goose","goose_south_east","10","goose_south_east_10","Tegula.funebralis",2
2014,"goose","goose_south_east","11","goose_south_east_11","Aoroides",1
2014,"goose","goose_south_east","11","goose_south_east_11","Caprella.californica",8
2014,"goose","goose_south_east","11","goose_south_east_11","Harpacticoida",1
2014,"goose","goose_south_east","11","goose_south_east_11","Lacuna",594
2014,"goose","goose_south_east","11","goose_south_east_11","Neostylidium.eschrichtii",1
2014,"goose","goose_south_east","11","goose_south_east_11","Paracerceis.cordata",9
2014,"goose","goose_south_east","11","goose_south_east_11","Photis",1
2014,"goose","goose_south_east","11","goose_south_east_11","Phyllaplysia.taylori",1
2014,"goose","goose_south_east","11","goose_south_east_11","Platynereis",1
2014,"goose","goose_south_east","11","goose_south_east_11","Tegula.funebralis",2
2014,"goose","goose_south_east","12","goose_south_east_12","Alia.carinata",1
2014,"goose","goose_south_east","12","goose_south_east_12","Ampithoidae",1
2014,"goose","goose_south_east","12","goose_south_east_12","Aoroides",4
2014,"goose","goose_south_east","12","goose_south_east_12","Caprella.californica",38
2014,"goose","goose_south_east","12","goose_south_east_12","Cirolana.harfordi",1
2014,"goose","goose_south_east","12","goose_south_east_12","Exogone",3
2014,"goose","goose_south_east","12","goose_south_east_12","Idoteidae",2
2014,"goose","goose_south_east","12","goose_south_east_12","Lacuna",1042
2014,"goose","goose_south_east","12","goose_south_east_12","Leptochelia",2
2014,"goose","goose_south_east","12","goose_south_east_12","Phyllaplysia.taylori",4
2014,"goose","goose_south_east","12","goose_south_east_12","Platynereis",8
2014,"goose","goose_south_east","12","goose_south_east_12","Tegula.funebralis",173
2014,"goose","goose_south_east","4","goose_south_east_4","Caprella.californica",5
2014,"goose","goose_south_east","4","goose_south_east_4","Lacuna",29
2014,"goose","goose_south_east","4","goose_south_east_4","Paracerceis.cordata",5
2014,"goose","goose_south_east","4","goose_south_east_4","Tegula.funebralis",19
2014,"goose","goose_south_east","6","goose_south_east_6","Lacuna",84
2014,"goose","goose_south_east","6","goose_south_east_6","Platynereis",3
2014,"goose","goose_south_east","7","goose_south_east_7","Alia.carinata",1
2014,"goose","goose_south_east","7","goose_south_east_7","Amphipholis.pugetana",1
2014,"goose","goose_south_east","7","goose_south_east_7","Capitella.capitata",1
2014,"goose","goose_south_east","7","goose_south_east_7","Caprella.californica",78
2014,"goose","goose_south_east","7","goose_south_east_7","Lacuna",792
2014,"goose","goose_south_east","7","goose_south_east_7","Leptochelia",2
2014,"goose","goose_south_east","7","goose_south_east_7","Lottia.alveus",1
2014,"goose","goose_south_east","7","goose_south_east_7","Minolia.peramabilis",1
2014,"goose","goose_south_east","7","goose_south_east_7","Phyllaplysia.taylori",1
2014,"goose","goose_south_east","7","goose_south_east_7","Platynereis",2
2014,"goose","goose_south_east","7","goose_south_east_7","Pontogeneia.rostrata",1
2014,"goose","goose_south_east","7","goose_south_east_7","Tegula.funebralis",107
2014,"goose","goose_south_east","8","goose_south_east_8","Alia.carinata",1
2014,"goose","goose_south_east","8","goose_south_east_8","Aoroides",4
2014,"goose","goose_south_east","8","goose_south_east_8","Caprella.californica",14
2014,"goose","goose_south_east","8","goose_south_east_8","Lacuna",434
2014,"goose","goose_south_east","8","goose_south_east_8","Leptochelia",7
2014,"goose","goose_south_east","8","goose_south_east_8","Lottia.alveus",1
2014,"goose","goose_south_east","8","goose_south_east_8","Paracerceis.cordata",1
2014,"goose","goose_south_east","8","goose_south_east_8","Pontogeneia.rostrata",3
2014,"goose","goose_south_east","8","goose_south_east_8","Tegula.funebralis",80
2014,"goose","goose_south_east","9","goose_south_east_9","Idoteidae",1
2014,"goose","goose_south_east","9","goose_south_east_9","Lacuna",83
2014,"goose","goose_south_east","9","goose_south_east_9","Tegula.funebralis",3
2014,"goose","goose_south_west","10","goose_south_west_10","Amphipholis.pugetana",1
2014,"goose","goose_south_west","10","goose_south_west_10","Aoroides",1
2014,"goose","goose_south_west","10","goose_south_west_10","Caprella.californica",8
2014,"goose","goose_south_west","10","goose_south_west_10","Colus",2
2014,"goose","goose_south_west","10","goose_south_west_10","Idoteidae",1
2014,"goose","goose_south_west","10","goose_south_west_10","Lacuna",310
2014,"goose","goose_south_west","10","goose_south_west_10","Leptochelia",2
2014,"goose","goose_south_west","10","goose_south_west_10","Monocorophium",1
2014,"goose","goose_south_west","10","goose_south_west_10","Phyllaplysia.taylori",4
2014,"goose","goose_south_west","10","goose_south_west_10","Platynereis",9
2014,"goose","goose_south_west","10","goose_south_west_10","Pontogeneia.rostrata",1
2014,"goose","goose_south_west","10","goose_south_west_10","Tegula.funebralis",6
2014,"goose","goose_south_west","11","goose_south_west_11","Colus",1
2014,"goose","goose_south_west","11","goose_south_west_11","Lacuna",29
2014,"goose","goose_south_west","11","goose_south_west_11","Platynereis",1
2014,"goose","goose_south_west","13","goose_south_west_13","Amphipholis.pugetana",1
2014,"goose","goose_south_west","13","goose_south_west_13","Aoroides",1
2014,"goose","goose_south_west","13","goose_south_west_13","Capitella.capitata",2
2014,"goose","goose_south_west","13","goose_south_west_13","Caprella.californica",7
2014,"goose","goose_south_west","13","goose_south_west_13","Idoteidae",1
2014,"goose","goose_south_west","13","goose_south_west_13","Lacuna",68
2014,"goose","goose_south_west","13","goose_south_west_13","Leptochelia",3
2014,"goose","goose_south_west","13","goose_south_west_13","Photis",3
2014,"goose","goose_south_west","13","goose_south_west_13","Platynereis",2
2014,"goose","goose_south_west","13","goose_south_west_13","Tegula.funebralis",1
2014,"goose","goose_south_west","2","goose_south_west_2","Ampithoidae",1
2014,"goose","goose_south_west","2","goose_south_west_2","Caprella.californica",12
2014,"goose","goose_south_west","2","goose_south_west_2","Lacuna",3
2014,"goose","goose_south_west","2","goose_south_west_2","Pholoe",1
2014,"goose","goose_south_west","2","goose_south_west_2","Phyllaplysia.taylori",1
2014,"goose","goose_south_west","2","goose_south_west_2","Tegula.funebralis",1
2014,"goose","goose_south_west","3","goose_south_west_3","Aoroides",1
2014,"goose","goose_south_west","3","goose_south_west_3","Capitella.capitata",2
2014,"goose","goose_south_west","3","goose_south_west_3","Caprella.californica",3
2014,"goose","goose_south_west","3","goose_south_west_3","Exogone",1
2014,"goose","goose_south_west","3","goose_south_west_3","Lacuna",12
2014,"goose","goose_south_west","3","goose_south_west_3","Platynereis",5
2014,"goose","goose_south_west","4","goose_south_west_4","Amphipholis.pugetana",1
2014,"goose","goose_south_west","4","goose_south_west_4","Amphissa",1
2014,"goose","goose_south_west","4","goose_south_west_4","Aoroides",2
2014,"goose","goose_south_west","4","goose_south_west_4","Caprella.californica",26
2014,"goose","goose_south_west","4","goose_south_west_4","Colus",2
2014,"goose","goose_south_west","4","goose_south_west_4","Idoteidae",1
2014,"goose","goose_south_west","4","goose_south_west_4","Lacuna",47
2014,"goose","goose_south_west","4","goose_south_west_4","Leptochelia",2
2014,"goose","goose_south_west","4","goose_south_west_4","Platynereis",9
2014,"goose","goose_south_west","4","goose_south_west_4","Tegula.funebralis",4
2014,"goose","goose_south_west","5","goose_south_west_5","Caprella.californica",5
2014,"goose","goose_south_west","5","goose_south_west_5","Lacuna",3
2014,"goose","goose_south_west","6","goose_south_west_6","Amphipholis.pugetana",1
2014,"goose","goose_south_west","6","goose_south_west_6","Aoroides",1
2014,"goose","goose_south_west","6","goose_south_west_6","Caprella.californica",53
2014,"goose","goose_south_west","6","goose_south_west_6","Exogone",3
2014,"goose","goose_south_west","6","goose_south_west_6","Lacuna",11
2014,"goose","goose_south_west","6","goose_south_west_6","Leptochelia",13
2014,"goose","goose_south_west","6","goose_south_west_6","Photis",8
2014,"goose","goose_south_west","6","goose_south_west_6","Phyllaplysia.taylori",16
2014,"goose","goose_south_west","6","goose_south_west_6","Platynereis",13
2014,"goose","goose_south_west","6","goose_south_west_6","Tegula.funebralis",1
2014,"goose","goose_south_west","7","goose_south_west_7","Aoroides",1
2014,"goose","goose_south_west","7","goose_south_west_7","Caprella.californica",4
2014,"goose","goose_south_west","7","goose_south_west_7","Exogone",1
2014,"goose","goose_south_west","7","goose_south_west_7","Lacuna",8
2014,"goose","goose_south_west","7","goose_south_west_7","Paracerceis.cordata",2
2014,"goose","goose_south_west","7","goose_south_west_7","Pholoe",1
2014,"goose","goose_south_west","7","goose_south_west_7","Phyllaplysia.taylori",2
2014,"goose","goose_south_west","7","goose_south_west_7","Platynereis",2
2014,"mcmullin","mcmullin_north","10","mcmullin_north_10","Aoroides",2
2014,"mcmullin","mcmullin_north","10","mcmullin_north_10","Caprella.laeviuscula",84
2014,"mcmullin","mcmullin_north","10","mcmullin_north_10","Lacuna",3
2014,"mcmullin","mcmullin_north","10","mcmullin_north_10","Photis",2
2014,"mcmullin","mcmullin_north","10","mcmullin_north_10","Phyllaplysia.taylori",1
2014,"mcmullin","mcmullin_north","10","mcmullin_north_10","Platynereis",1
2014,"mcmullin","mcmullin_north","11","mcmullin_north_11","Aoroides",19
2014,"mcmullin","mcmullin_north","11","mcmullin_north_11","Caprella.californica",11
2014,"mcmullin","mcmullin_north","11","mcmullin_north_11","Caprella.laeviuscula",437
2014,"mcmullin","mcmullin_north","11","mcmullin_north_11","Idoteidae",1
2014,"mcmullin","mcmullin_north","11","mcmullin_north_11","Lacuna",20
2014,"mcmullin","mcmullin_north","11","mcmullin_north_11","Margarites.helicinus",1
2014,"mcmullin","mcmullin_north","11","mcmullin_north_11","Mytilidae",5
2014,"mcmullin","mcmullin_north","11","mcmullin_north_11","Paracerceis.cordata",11
2014,"mcmullin","mcmullin_north","11","mcmullin_north_11","Photis",3
2014,"mcmullin","mcmullin_north","11","mcmullin_north_11","Phyllaplysia.taylori",48
2014,"mcmullin","mcmullin_north","11","mcmullin_north_11","Platynereis",49
2014,"mcmullin","mcmullin_north","11","mcmullin_north_11","Pontogeneia.rostrata",1
2014,"mcmullin","mcmullin_north","11","mcmullin_north_11","Tegula.funebralis",1
2014,"mcmullin","mcmullin_north","12","mcmullin_north_12","Ampithoidae",1
2014,"mcmullin","mcmullin_north","12","mcmullin_north_12","Aoroides",12
2014,"mcmullin","mcmullin_north","12","mcmullin_north_12","Caprella.californica",338
2014,"mcmullin","mcmullin_north","12","mcmullin_north_12","Idoteidae",1
2014,"mcmullin","mcmullin_north","12","mcmullin_north_12","Lacuna",7
2014,"mcmullin","mcmullin_north","12","mcmullin_north_12","Phyllaplysia.taylori",105
2014,"mcmullin","mcmullin_north","12","mcmullin_north_12","Platynereis",3
2014,"mcmullin","mcmullin_north","3","mcmullin_north_3","Amphipholis.pugetana",1
2014,"mcmullin","mcmullin_north","3","mcmullin_north_3","Ampithoidae",3
2014,"mcmullin","mcmullin_north","3","mcmullin_north_3","Aoroides",14
2014,"mcmullin","mcmullin_north","3","mcmullin_north_3","Caprella.laeviuscula",1629
2014,"mcmullin","mcmullin_north","3","mcmullin_north_3","Harpacticoida",8
2014,"mcmullin","mcmullin_north","3","mcmullin_north_3","Lacuna",16
2014,"mcmullin","mcmullin_north","3","mcmullin_north_3","Leptochelia",6
2014,"mcmullin","mcmullin_north","3","mcmullin_north_3","Margarites.helicinus",1
2014,"mcmullin","mcmullin_north","3","mcmullin_north_3","Mytilidae",11
2014,"mcmullin","mcmullin_north","3","mcmullin_north_3","Ostracoda",3
2014,"mcmullin","mcmullin_north","3","mcmullin_north_3","Paracerceis.cordata",10
2014,"mcmullin","mcmullin_north","3","mcmullin_north_3","Photis",43
2014,"mcmullin","mcmullin_north","3","mcmullin_north_3","Phyllaplysia.taylori",22
2014,"mcmullin","mcmullin_north","3","mcmullin_north_3","Platynereis",3
2014,"mcmullin","mcmullin_north","4","mcmullin_north_4","Aoroides",14
2014,"mcmullin","mcmullin_north","4","mcmullin_north_4","Caprella.laeviuscula",888
2014,"mcmullin","mcmullin_north","4","mcmullin_north_4","Lacuna",5
2014,"mcmullin","mcmullin_north","4","mcmullin_north_4","Leptochelia",4
2014,"mcmullin","mcmullin_north","4","mcmullin_north_4","Monocorophium",4
2014,"mcmullin","mcmullin_north","4","mcmullin_north_4","Mytilidae",35
2014,"mcmullin","mcmullin_north","4","mcmullin_north_4","Paracerceis.cordata",5
