Date,Year,Month,WaterYear,TWtrPruth_bay01_Q_level,TWtrPruth_bay01_Q_flags,TWtrPruth_bay01_UNESCO_Q_level,TWtrPruth_bay01,TWtrPruth_bay01_Med,TWtrPruth_bay01_Avg,TWtrPruth_bay01_Min,TWtrPruth_bay01_Max
PST,Year,Month,WaterYear,Quality level,Quality flags,UNESCO QC,deg C,deg C,deg C,deg C,deg C
date,Year,Month,WaterYear,NS_Pruth_bay01,NS_Pruth_bay01,NS_Pruth_bay01,NS_Pruth_bay01,NS_Pruth_bay01,NS_Pruth_bay01,NS_Pruth_bay01,NS_Pruth_bay01
date,year,month,waterYear,WaterTemp_QL,WaterTemp_QC,WaterTemp_UQL,WaterTemp,WaterTemp_Med,WaterTemp_Avg,WaterTemp_Min,WaterTemp_Max
2017-11-07,2017,Nov,2017-2018,1,,2,8.444,8.596125,8.50853298611111,7.72,8.693
2017-11-08,2017,Nov,2017-2018,1,,2,8.095,8.32525,8.263140625,7.87,8.469
2017-11-09,2017,Nov,2017-2018,1,,2,7.92,8.07,8.03245659722222,7.87,8.22
2017-11-10,2017,Nov,2017-2018,1,,2,7.92,7.92,7.92763888888889,7.87,7.97
2017-11-11,2017,Nov,2017-2018,1,,2,8.02,8.02,8.00194444444444,7.82,8.095
2017-11-12,2017,Nov,2017-2018,1,,2,7.82,8.029375,8.05628472222222,7.795,8.295
2017-11-13,2017,Nov,2017-2018,1,,2,8.22,8.079375,8.00984027777778,7.519,8.319
2017-11-14,2017,Nov,2017-2018,1,,2,8.12,7.845,7.89986111111111,7.695,8.22
2017-11-15,2017,Nov,2017-2018,1,,2,8.319,8.216625,8.16054340277778,7.795,8.394
2017-11-16,2017,Nov,2017-2018,1,,2,8.12,8.045,8.03836631944445,7.619,8.307
2017-11-17,2017,Nov,2017-2018,1,,2,7.945,7.97,7.98315104166667,7.82,8.17
2017-11-18,2017,Nov,2017-2018,1,,2,7.795,7.966875,8.02410069444445,7.745,8.469
2017-11-19,2017,Nov,2017-2018,1,,2,8.22,8.478375,8.36494270833333,7.795,8.643
2017-11-20,2017,Nov,2017-2018,1,,2,8.344,8.394,8.37313888888889,7.97,8.543
2017-11-21,2017,Nov,2017-2018,1,,2,7.97,8.31,8.33190625,7.97,8.494
2017-11-22,2017,Nov,2017-2018,1,,2,8.245,8.10125,8.11240451388889,7.97,8.27
2017-11-23,2017,Nov,2017-2018,1,,2,8.394,8.369,8.36326215277778,8.245,8.444
2017-11-24,2017,Nov,2017-2018,1,,2,8.469,8.394,8.39238368055556,8.17,8.568
2017-11-25,2017,Nov,2017-2018,1,,2,8.494,8.484625,8.44978993055556,8.195,8.593
2017-11-26,2017,Nov,2017-2018,1,,2,8.519,8.50325,8.48526909722222,8.319,8.593
2017-11-27,2017,Nov,2017-2018,1,,2,8.12,8.4565,8.32756770833333,8.02,8.519
2017-11-28,2017,Nov,2017-2018,1,,2,8.444,8.394,8.38027777777778,8.095,8.593
2017-11-29,2017,Nov,2017-2018,1,,2,8.319,8.444,8.46798784722222,8.319,8.668
2017-11-30,2017,Nov,2017-2018,1,,2,8.419,8.45025,8.42982638888889,8.17,8.618
2017-12-01,2017,Dec,2017-2018,1,,2,8.369,8.397125,8.31342708333333,7.795,8.519
2017-12-02,2017,Dec,2017-2018,1,,2,8.145,7.9075,7.89436111111111,7.419,8.419
2017-12-03,2017,Dec,2017-2018,1,,2,7.82,7.393375,7.53514756944444,6.965,8.195
2017-12-04,2017,Dec,2017-2018,1,,2,7.795,7.58475,7.64577256944445,7.091,8.12
2017-12-05,2017,Dec,2017-2018,1,,2,7.845,7.92,7.90219097222222,7.544,8.045
2017-12-06,2017,Dec,2017-2018,1,,2,7.82,7.97625,7.97177951388889,7.77,8.095
2017-12-07,2017,Dec,2017-2018,1,,2,7.015,7.167,7.381328125,6.94,8.02
2017-12-08,2017,Dec,2017-2018,1,,2,6.813,6.826,6.84219791666667,6.357,7.142
2017-12-09,2017,Dec,2017-2018,1,,2,6.914,6.87025,6.87705381944444,6.813,6.94
2017-12-10,2017,Dec,2017-2018,1,,2,7.066,7.163875,7.2076875,6.914,7.77
2017-12-11,2017,Dec,2017-2018,1,,2,7.419,7.36175,7.32683159722222,7.015,7.544
2017-12-12,2017,Dec,2017-2018,1,,2,7.494,7.3055,7.351640625,7.192,7.72
2017-12-13,2017,Dec,2017-2018,1,,2,7.444,7.456375,7.49406597222222,7.268,7.87
2017-12-14,2017,Dec,2017-2018,1,,2,7.419,7.3055,7.34109895833333,7.142,7.72
2017-12-15,2017,Dec,2017-2018,1,,2,7.519,7.302375,7.32318055555556,7.167,7.67
2017-12-16,2017,Dec,2017-2018,1,,2,7.469,7.497125,7.49010763888889,7.217,8.02
2017-12-17,2017,Dec,2017-2018,1,,2,8.07,7.995,7.93050520833333,7.444,8.145
2017-12-18,2017,Dec,2017-2018,1,,2,8.195,8.095,8.06838715277778,7.619,8.245
2017-12-19,2017,Dec,2017-2018,1,,2,7.318,8.223125,7.92696701388889,7.041,8.319
2017-12-20,2017,Dec,2017-2018,1,,2,7.469,7.368,7.36690451388889,7.217,7.569
2017-12-21,2017,Dec,2017-2018,1,,2,7.167,7.412625,7.38838541666667,6.889,7.67
2017-12-22,2017,Dec,2017-2018,1,,2,6.687,6.800625,6.83443055555556,6.357,7.318
2017-12-23,2017,Dec,2017-2018,1,,2,6.914,6.892125,6.92777951388889,6.6995,7.494
2017-12-24,2017,Dec,2017-2018,1,,2,6.382,6.515625,6.52676388888889,6.102,6.914
2017-12-25,2017,Dec,2017-2018,1,,2,6.357,6.417125,6.46218229166667,5.872,6.94
2017-12-26,2017,Dec,2017-2018,1,,2,6.788,6.626625,6.61544618055555,6.281,6.94
2017-12-27,2017,Dec,2017-2018,1,,2,6.077,6.73125,6.70270659722222,6.051,7.041
2017-12-28,2017,Dec,2017-2018,1,,2,5.796,6.4615,6.48224479166667,5.77,7.066
2017-12-29,2017,Dec,2017-2018,1,,2,5.975,5.8725,5.88448784722222,5.462,6.23
2017-12-30,2017,Dec,2017-2018,1,,2,7.015,6.914,6.73614583333333,5.872,7.192
2017-12-31,2017,Dec,2017-2018,1,,2,7.469,7.167,7.16511458333333,6.56,7.494
2018-01-01,2018,Jan,2017-2018,1,,2,7.519,7.484625,7.48831597222222,7.268,7.619
2018-01-02,2018,Jan,2017-2018,1,,2,7.469,7.572125,7.55849652777778,7.419,7.619
2018-01-03,2018,Jan,2017-2018,1,,2,7.569,7.58775,7.57090277777778,7.368,7.619
2018-01-04,2018,Jan,2017-2018,1,,2,7.569,7.569,7.56830555555555,7.494,7.594
2018-01-05,2018,Jan,2017-2018,1,,2,7.469,7.569,7.55059722222222,7.419,7.594
2018-01-06,2018,Jan,2017-2018,1,,2,7.318,7.519,7.51344270833333,7.318,7.645
2018-01-07,2018,Jan,2017-2018,1,,2,7.444,7.469,7.45703819444444,7.3305,7.569
2018-01-08,2018,Jan,2017-2018,1,,2,7.594,7.50025,7.52548263888889,7.419,7.695
2018-01-09,2018,Jan,2017-2018,1,,2,7.67,7.654375,7.65286805555555,7.594,7.72
2018-01-10,2018,Jan,2017-2018,1,,2,7.519,7.544,7.55164409722222,7.419,7.67
2018-01-11,2018,Jan,2017-2018,1,,2,7.217,7.100625,7.16867708333333,6.661,7.594
2018-01-12,2018,Jan,2017-2018,1,,2,7.444,7.226375,7.23169618055556,6.839,7.544
2018-01-13,2018,Jan,2017-2018,1,,2,7.645,7.50025,7.48565798611111,7.066,7.645
2018-01-14,2018,Jan,2017-2018,1,,2,7.544,7.594,7.57616145833333,7.444,7.645
2018-01-15,2018,Jan,2017-2018,1,,2,7.519,7.544,7.52477256944444,7.444,7.569
2018-01-16,2018,Jan,2017-2018,1,,2,7.419,7.4815,7.48132638888889,7.419,7.569
2018-01-17,2018,Jan,2017-2018,1,,2,7.343,7.368,7.37852083333333,7.293,7.544
2018-01-18,2018,Jan,2017-2018,1,,2,7.368,7.368,7.35894965277778,7.343,7.419
2018-01-19,2018,Jan,2017-2018,1,,2,7.494,7.494,7.48042013888889,7.368,7.619
2018-01-20,2018,Jan,2017-2018,1,,2,7.368,7.544,7.56359375,7.343,7.87
2018-01-21,2018,Jan,2017-2018,1,,2,7.795,7.76375,7.72277951388889,7.343,7.895
2018-01-22,2018,Jan,2017-2018,1,,2,7.695,7.848125,7.85125,7.695,7.92
2018-01-23,2018,Jan,2017-2018,1,,2,7.619,7.503375,7.55698611111111,7.116,7.895
2018-01-24,2018,Jan,2017-2018,1,,2,7.845,7.8075,7.79582291666667,7.632,7.87
2018-01-25,2018,Jan,2017-2018,1,,2,7.745,7.845,7.80640972222222,7.544,7.92
2018-01-26,2018,Jan,2017-2018,1,,2,7.72,7.82,7.80146701388889,7.67,7.895
2018-01-27,2018,Jan,2017-2018,1,,2,7.67,7.82,7.74607986111111,7.142,7.87
2018-01-28,2018,Jan,2017-2018,1,,2,7.192,6.961875,7.12606597222222,6.763,7.695
2018-01-29,2018,Jan,2017-2018,1,,2,7.519,7.572125,7.582328125,7.23,7.745
2018-01-30,2018,Jan,2017-2018,1,,2,7.72,7.72,7.69919965277778,7.519,7.77
2018-01-31,2018,Jan,2017-2018,1,,2,7.494,7.509625,7.48657986111111,7.066,7.72
2018-02-01,2018,Feb,2017-2018,1,,2,7.444,7.393,7.38728125,7.167,7.594
2018-02-02,2018,Feb,2017-2018,1,,2,7.67,7.594,7.59156597222222,7.419,7.67
2018-02-03,2018,Feb,2017-2018,1,,2,7.544,7.666875,7.63831597222222,7.494,7.695
2018-02-04,2018,Feb,2017-2018,1,,2,7.67,7.594,7.60480902777778,7.544,7.67
2018-02-05,2018,Feb,2017-2018,1,,2,7.519,7.569,7.57736631944444,7.494,7.67
2018-02-06,2018,Feb,2017-2018,1,,2,7.444,7.48775,7.49013715277778,7.444,7.544
2018-02-07,2018,Feb,2017-2018,1,,2,7.569,7.494,7.490484375,7.419,7.569
2018-02-08,2018,Feb,2017-2018,1,,2,7.544,7.544,7.55602256944444,7.519,7.594
2018-02-09,2018,Feb,2017-2018,1,,2,7.519,7.544,7.54525173611111,7.343,7.569
2018-02-10,2018,Feb,2017-2018,1,,2,7.318,7.396375,7.39147395833333,7.192,7.519
2018-02-11,2018,Feb,2017-2018,1,,2,7.242,7.255,7.25844444444445,7.142,7.368
2018-02-12,2018,Feb,2017-2018,1,,2,7.318,7.2805,7.26294444444444,7.142,7.343
2018-02-13,2018,Feb,2017-2018,1,,2,6.914,7.167,7.12925694444445,6.914,7.318
2018-02-14,2018,Feb,2017-2018,1,,2,6.94,6.839,6.86521180555555,6.737,7.015
2018-02-15,2018,Feb,2017-2018,1,,2,6.94,6.94,6.93838194444444,6.737,7.091
2018-02-16,2018,Feb,2017-2018,1,,2,7.116,7.116,7.10070138888889,6.914,7.192
2018-02-17,2018,Feb,2017-2018,1,,2,6.102,6.955625,6.84130208333333,6,7.142
2018-02-18,2018,Feb,2017-2018,1,,2,6.408,6.385375,6.33714236111111,5.77,6.712
2018-02-19,2018,Feb,2017-2018,1,,2,7.192,6.91725,6.88057638888889,6.433,7.192
2018-02-20,2018,Feb,2017-2018,1,,2,7.116,7.1035,7.01721527777778,6.509,7.217
2018-02-21,2018,Feb,2017-2018,1,,2,7.116,7.053375,6.94500694444444,6.077,7.167
2018-02-22,2018,Feb,2017-2018,1,,2,7.091,7.109875,7.11277951388889,7.015,7.167
2018-02-23,2018,Feb,2017-2018,1,,2,6.687,7.03425,6.94240972222222,6.687,7.091
2018-02-24,2018,Feb,2017-2018,1,,2,6.839,6.904625,6.89988194444445,6.687,6.965
2018-02-25,2018,Feb,2017-2018,1,,2,6.763,6.839,6.84385416666667,6.712,6.914
2018-02-26,2018,Feb,2017-2018,1,,2,6.914,6.83225,6.83283506944444,6.737,6.914
2018-02-27,2018,Feb,2017-2018,1,,2,6.965,6.94,6.93604340277778,6.737,7.066
2018-02-28,2018,Feb,2017-2018,1,,2,6.737,6.763,6.83898611111111,6.737,7.015
2018-03-01,2018,Mar,2017-2018,1,,2,6.94,6.885875,6.87287673611111,6.712,7.041
2018-03-02,2018,Mar,2017-2018,1,,2,6.737,6.914,6.87531076388889,6.585,7.041
2018-03-03,2018,Mar,2017-2018,1,,2,6.813,6.763,6.79467361111111,6.611,7.091
2018-03-04,2018,Mar,2017-2018,1,,2,6.737,6.712,6.69738888888889,6.535,6.813
2018-03-05,2018,Mar,2017-2018,1,,2,6.712,6.611,6.61388368055556,6.509,6.763
2018-03-06,2018,Mar,2017-2018,1,,2,6.611,6.611,6.61613368055556,6.484,6.712
2018-03-07,2018,Mar,2017-2018,1,,2,6.661,6.60775,6.60128819444444,6.535,6.687
2018-03-08,2018,Mar,2017-2018,1,,2,6.712,6.712,6.71543923611111,6.611,6.788
2018-03-09,2018,Mar,2017-2018,1,,2,6.687,6.75,6.74843923611111,6.636,6.839
2018-03-10,2018,Mar,2017-2018,1,,2,6.839,6.778625,6.77655555555556,6.661,6.864
2018-03-11,2018,Mar,2017-2018,1,,2,6.94,6.788,6.80719965277778,6.687,6.94
2018-03-12,2018,Mar,2017-2018,1,,2,6.914,6.82925,6.82449652777778,6.763,6.94
2018-03-13,2018,Mar,2017-2018,1,,2,6.864,6.94,6.93722569444445,6.864,7.041
2018-03-14,2018,Mar,2017-2018,1,,2,6.965,6.914,6.91417881944444,6.839,7.015
2018-03-15,2018,Mar,2017-2018,1,,2,6.889,6.889,6.88052777777778,6.788,6.9525
2018-03-16,2018,Mar,2017-2018,1,,2,6.864,6.889,6.895453125,6.864,7.015
2018-03-17,2018,Mar,2017-2018,1,,2,6.914,6.914,6.95469097222222,6.864,7.318
2018-03-18,2018,Mar,2017-2018,1,,2,6.99,6.94,6.9618125,6.889,7.142
2018-03-19,2018,Mar,2017-2018,1,,2,7.015,6.965,6.982359375,6.864,7.116
2018-03-20,2018,Mar,2017-2018,1,,2,6.889,7.087875,7.06376736111111,6.889,7.217
2018-03-21,2018,Mar,2017-2018,1,,2,6.94,6.94,6.98031423611111,6.889,7.268
2018-03-22,2018,Mar,2017-2018,1,,2,6.94,6.965,6.98938194444445,6.94,7.242
2018-03-23,2018,Mar,2017-2018,1,,2,6.94,6.965,6.95917361111111,6.813,7.091
2018-03-24,2018,Mar,2017-2018,1,,2,6.99,6.986875,6.97951041666667,6.94,7.041
2018-03-25,2018,Mar,2017-2018,1,,2,6.965,6.97125,6.97599479166667,6.94,7.041
2018-03-26,2018,Mar,2017-2018,1,,2,6.914,6.965,6.87628298611111,6.611,6.99
2018-03-27,2018,Mar,2017-2018,1,,2,7.015,6.99,6.98760243055556,6.864,7.041
2018-03-28,2018,Mar,2017-2018,1,,2,7.217,7.066,7.14449652777778,7.015,7.745
2018-03-29,2018,Mar,2017-2018,1,,2,7.242,7.242,7.24470659722223,7.192,7.318
2018-03-30,2018,Mar,2017-2018,1,,2,7.242,7.217,7.22134027777778,7.192,7.242
2018-03-31,2018,Mar,2017-2018,1,,2,7.268,7.242,7.26602430555555,7.217,7.343
2018-04-01,2018,Apr,2017-2018,1,,2,7.368,7.29925,7.32247222222222,7.242,7.544
2018-04-02,2018,Apr,2017-2018,1,,2,7.318,7.343,7.33650347222222,7.268,7.419
2018-04-03,2018,Apr,2017-2018,1,,2,7.343,7.318,7.33411631944444,7.293,7.419
2018-04-04,2018,Apr,2017-2018,1,,2,7.318,7.343,7.34205034722222,7.318,7.444
2018-04-05,2018,Apr,2017-2018,1,,2,7.519,7.469,7.48208854166667,7.318,7.77
2018-04-06,2018,Apr,2017-2018,1,,2,7.745,7.710625,7.68307986111111,7.519,7.92
2018-04-07,2018,Apr,2017-2018,1,,2,7.72,7.7575,7.76674479166667,7.67,7.995
2018-04-08,2018,Apr,2017-2018,1,,2,7.745,7.695,7.69392881944445,7.569,8.22
2018-04-09,2018,Apr,2017-2018,1,,2,7.619,7.666875,7.70589236111111,7.594,8.195
2018-04-10,2018,Apr,2017-2018,1,,2,7.795,7.785625,7.75120833333333,7.469,8.17
2018-04-11,2018,Apr,2017-2018,1,,2,7.494,7.632,7.62604340277778,7.444,7.97
2018-04-12,2018,Apr,2017-2018,1,,2,7.494,7.469,7.51527083333333,7.419,8.12
2018-04-13,2018,Apr,2017-2018,1,,2,7.544,7.676125,7.65124652777778,7.494,7.845
2018-04-14,2018,Apr,2017-2018,1,,2,7.72,7.632,7.66520138888889,7.544,7.895
2018-04-15,2018,Apr,2017-2018,1,,2,7.695,7.62875,7.63775868055556,7.569,7.795
2018-04-16,2018,Apr,2017-2018,1,,2,7.92,7.795,7.78365104166667,7.619,8.12
2018-04-17,2018,Apr,2017-2018,1,,2,7.97,7.82625,7.86418402777778,7.77,8.02
2018-04-18,2018,Apr,2017-2018,1,,2,7.945,8.023125,7.99139756944444,7.745,8.22
2018-04-19,2018,Apr,2017-2018,1,,2,7.77,7.954375,7.93697048611111,7.77,8.095
2018-04-20,2018,Apr,2017-2018,1,,2,8.145,8.023125,8.01813368055556,7.7825,8.195
2018-04-21,2018,Apr,2017-2018,1,,2,7.87,7.87,7.90294270833333,7.77,8.1325
2018-04-22,2018,Apr,2017-2018,1,,2,7.945,8.06375,8.12008506944444,7.82,8.618
2018-04-23,2018,Apr,2017-2018,1,,2,8.02,7.966875,7.96952256944444,7.87,8.17
2018-04-24,2018,Apr,2017-2018,1,,2,8.419,8.66175,8.60421701388889,7.97,10.026
2018-04-25,2018,Apr,2017-2018,1,,2,9.706,9.397875,9.50380729166667,8.419,11.467
2018-04-26,2018,Apr,2017-2018,1,,2,9.015,9.586125,9.67371354166667,8.543,11.102
2018-04-27,2018,Apr,2017-2018,1,,2,8.817,9.18525,9.38414236111111,8.693,10.761
2018-04-28,2018,Apr,2017-2018,1,,2,8.568,8.7825,8.847453125,8.419,9.829
2018-04-29,2018,Apr,2017-2018,1,,2,8.668,8.621125,8.6639375,8.295,9.114
2018-04-30,2018,Apr,2017-2018,1,,2,8.99,8.50625,8.58919791666667,8.319,9.114
2018-05-01,2018,May,2017-2018,1,,2,8.668,8.543125,8.68639236111111,8.22,9.583
2018-05-02,2018,May,2017-2018,1,,2,8.717,8.5805,8.76568576388889,8.295,9.78
2018-05-03,2018,May,2017-2018,1,,2,8.568,8.714125,8.81619618055556,8.245,9.903
2018-05-04,2018,May,2017-2018,1,,2,8.369,8.798125,8.888421875,8.344,9.756
2018-05-05,2018,May,2017-2018,1,,2,8.519,8.84775,8.91876736111111,8.344,10.001
2018-05-06,2018,May,2017-2018,1,,2,9.903,9.3425,9.29679861111111,8.519,10.907
2018-05-07,2018,May,2017-2018,1,,2,10.59,10.22825,10.2663003472222,8.767,11.346
2018-05-08,2018,May,2017-2018,1,,2,9.928,11.1175,11.0677118055556,9.064,12.34
2018-05-09,2018,May,2017-2018,1,,2,11.443,9.967375,10.1934947916667,9.312,11.88
2018-05-10,2018,May,2017-2018,1,,2,9.879,9.912375,10.0004652777778,9.46,11.3945
2018-05-11,2018,May,2017-2018,1,,2,10.32,10.1365,10.1714913194444,9.608,11.005
2018-05-12,2018,May,2017-2018,1,,2,10.663,10.247,10.272640625,9.583,11.637
2018-05-13,2018,May,2017-2018,1,,2,9.386,11.224,11.1668211805556,9.386,13.57
2018-05-14,2018,May,2017-2018,1,,2,9.829,11.3395,11.1980920138889,9.398,13.401
2018-05-15,2018,May,2017-2018,1,,2,10.516,10.726625,11.2541128472222,9.78,14.385
2018-05-16,2018,May,2017-2018,1,,2,11.078,10.207,10.6670034722222,9.312,13.522
2018-05-17,2018,May,2017-2018,1,,2,10.222,9.77425,10.1379722222222,9.064,12.727
2018-05-18,2018,May,2017-2018,1,,2,9.139,9.527625,9.72719965277778,8.965,11.953
2018-05-19,2018,May,2017-2018,1,,2,11.224,9.785375,9.74665798611112,9.139,11.394
2018-05-20,2018,May,2017-2018,1,,2,9.534,9.795625,9.84285763888889,9.238,11.151
2018-05-21,2018,May,2017-2018,1,,2,9.952,10.176375,10.2245868055556,9.361,11.273
2018-05-22,2018,May,2017-2018,1,,2,10.932,10.265125,10.2909583333333,9.756,11.005
2018-05-23,2018,May,2017-2018,1,,2,10.761,10.745375,11.024234375,10.32,12.509
2018-05-24,2018,May,2017-2018,1,,2,11.078,11.202875,11.2621927083333,10.198,12.63
2018-05-25,2018,May,2017-2018,1,,2,10.785,10.717875,10.9902239583333,9.509,12.823
2018-05-26,2018,May,2017-2018,1,,2,10.907,10.895,10.9420520833333,10.222,11.613
2018-05-27,2018,May,2017-2018,1,,2,10.443,10.95575,10.8824027777778,10.369,11.419
2018-05-28,2018,May,2017-2018,1,,2,10.026,10.394,10.3609600694444,9.903,10.712
2018-05-29,2018,May,2017-2018,1,,2,10.1,10.2375,10.2246354166667,9.977,10.907
2018-05-30,2018,May,2017-2018,1,,2,10.98,10.839875,10.8355277777778,9.928,12.485
2018-05-31,2018,May,2017-2018,1,,2,11.029,10.946875,11.0253663194444,10.026,12.364
2018-06-01,2018,Jun,2017-2018,1,,2,10.638,10.889125,11.1126649305556,10.124,12.171
2018-06-02,2018,Jun,2017-2018,1,,2,10.687,10.727125,10.7790885416667,10.271,11.565
2018-06-03,2018,Jun,2017-2018,1,,2,10.761,10.602,10.6666354166667,10.394,11.297
2018-06-04,2018,Jun,2017-2018,1,,2,11.321,10.879875,10.9246458333333,10.565,11.565
2018-06-05,2018,Jun,2017-2018,1,,2,11.346,11.184375,11.2280538194444,10.541,12.05
2018-06-06,2018,Jun,2017-2018,1,,2,10.32,10.846,10.7538298611111,10.32,11.346
2018-06-07,2018,Jun,2017-2018,1,,2,10.565,11.13,10.9619565972222,10.296,11.394
2018-06-08,2018,Jun,2017-2018,1,,2,11.005,11.03525,11.0780208333333,10.516,11.662
2018-06-09,2018,Jun,2017-2018,1,,2,11.127,11.248375,11.4041076388889,10.81,12.799
2018-06-10,2018,Jun,2017-2018,1,,2,11.053,11.348625,11.6610798611111,10.81,13.185
2018-06-11,2018,Jun,2017-2018,1,,2,11.102,11.23925,11.4928732638889,10.834,13.642
2018-06-12,2018,Jun,2017-2018,1,,2,11.175,11.205625,11.4922899305556,10.907,13.594
2018-06-13,2018,Jun,2017-2018,1,,2,11.516,11.543125,11.6168802083333,11.029,12.582
2018-06-14,2018,Jun,2017-2018,1,,2,11.248,11.364125,11.3558680555556,10.883,11.88
2018-06-15,2018,Jun,2017-2018,1,,2,11.321,11.400375,11.4675677083333,10.907,12.219
2018-06-16,2018,Jun,2017-2018,1,,2,11.419,11.67975,11.9475451388889,10.81,13.353
2018-06-17,2018,Jun,2017-2018,1,,2,11.71,11.379,11.8058003472222,10.736,14.601
2018-06-18,2018,Jun,2017-2018,1,,2,12.074,11.27875,11.4305902777778,10.663,13.401
2018-06-19,2018,Jun,2017-2018,1,,2,12.001,11.281625,11.4983003472222,10.638,13.353
2018-06-20,2018,Jun,2017-2018,1,,2,11.637,11.4855,11.6872013888889,10.932,14.266
2018-06-21,2018,Jun,2017-2018,1,,2,11.224,11.430875,11.3928142361111,10.883,12.364
2018-06-22,2018,Jun,2017-2018,1,,2,11.467,11.4125,11.3600989583333,10.541,13.04
2018-06-23,2018,Jun,2017-2018,1,,2,11.078,11.3855,11.4389878472222,10.858,12.122
2018-06-24,2018,Jun,2017-2018,1,,2,11.151,11.358,11.3592829861111,10.858,12.509
2018-06-25,2018,Jun,2017-2018,1,,2,11.127,11.139,11.1741388888889,10.712,12.775
2018-06-26,2018,Jun,2017-2018,1,,2,11.102,11.455,11.4888559027778,10.956,12.582
2018-06-27,2018,Jun,2017-2018,1,,2,11.637,11.342625,11.4338350694444,11.005,12.847
2018-06-28,2018,Jun,2017-2018,1,,2,11.565,12.1705,12.2959166666667,10.712,14.026
2018-06-29,2018,Jun,2017-2018,1,,2,11.54,11.552625,11.6159600694444,10.932,12.871
2018-06-30,2018,Jun,2017-2018,1,,2,11.589,11.716,11.7280052083333,11.419,12.171
2018-07-01,2018,Jul,2017-2018,1,,2,11.565,11.667875,11.7005555555556,11.443,12.727
2018-07-02,2018,Jul,2017-2018,1,,2,13.57,11.737375,11.892546875,11.224,14.194
2018-07-03,2018,Jul,2017-2018,1,,2,13.69,11.670625,11.8430277777778,10.834,14.17
2018-07-04,2018,Jul,2017-2018,1,,2,13.401,11.433875,11.6366475694444,10.736,14.17
2018-07-05,2018,Jul,2017-2018,1,,2,12.727,12.165,12.2045729166667,11.005,14.002
2018-07-06,2018,Jul,2017-2018,1,,2,12.847,12.27675,12.2907638888889,11.2,13.81
2018-07-07,2018,Jul,2017-2018,1,,2,12.63,12.4855,12.3921822916667,11.321,13.425
2018-07-08,2018,Jul,2017-2018,1,,2,11.516,12.675375,12.5953576388889,11.005,14.29
2018-07-09,2018,Jul,2017-2018,1,,2,11.613,11.731625,11.9493107638889,10.98,14.026
2018-07-10,2018,Jul,2017-2018,1,,2,11.005,11.931625,11.8706875,11.005,13.016
2018-07-11,2018,Jul,2017-2018,1,,2,10.907,11.619375,11.6653020833333,10.907,13.064
2018-07-12,2018,Jul,2017-2018,1,,2,10.98,11.66775,11.6887482638889,10.785,13.257
2018-07-13,2018,Jul,2017-2018,1,,2,10.956,11.35475,11.4446458333333,10.222,13.978
2018-07-14,2018,Jul,2017-2018,1,,2,10.614,10.95325,11.14315625,9.854,14.745
2018-07-15,2018,Jul,2017-2018,1,,2,10.614,10.32325,10.4603958333333,9.632,12.799
2018-07-16,2018,Jul,2017-2018,1,,2,11.419,10.219375,10.479046875,9.805,12.582
2018-07-17,2018,Jul,2017-2018,1,,2,13.353,10.28975,10.6416840277778,9.485,14.361
2018-07-18,2018,Jul,2017-2018,1,,2,12.847,10.3695,10.6515868055556,9.558,13.93
2018-07-19,2018,Jul,2017-2018,1,,2,10.124,10.286625,10.5015190972222,9.657,12.703
2018-07-20,2018,Jul,2017-2018,1,,2,10.785,10.6385,10.8020190972222,9.879,13.257
2018-07-21,2018,Jul,2017-2018,1,,2,10.124,10.2955,10.6172378472222,9.682,12.727
2018-07-22,2018,Jul,2017-2018,1,,2,10.149,10.51,10.5763315972222,9.41,14.361
2018-07-23,2018,Jul,2017-2018,1,,2,9.903,10.36925,10.3370243055556,9.805,11.053
2018-07-24,2018,Jul,2017-2018,1,,2,10.1,10.050375,10.1636510416667,9.756,12.678
2018-07-25,2018,Jul,2017-2018,1,,2,9.632,10.271375,10.3358125,9.608,14.481
2018-07-26,2018,Jul,2017-2018,1,,2,10.1,10.280625,10.3095416666667,9.558,12.171
2018-07-27,2018,Jul,2017-2018,1,,2,9.805,9.94325,9.99788715277778,9.509,10.858
2018-07-28,2018,Jul,2017-2018,1,,2,10.198,10.0385,10.0802760416667,9.534,11.686
2018-07-29,2018,Jul,2017-2018,1,,2,11.127,10.234625,10.3139427083333,9.632,12.34
2018-07-30,2018,Jul,2017-2018,1,,2,11.54,10.620125,10.7695746527778,10.075,12.534
2018-07-31,2018,Jul,2017-2018,1,,2,11.321,11.543375,11.4963871527778,9.854,14.625
2018-08-01,2018,Aug,2017-2018,1,,2,11.005,10.663,10.6937986111111,9.903,11.516
2018-08-02,2018,Aug,2017-2018,1,,2,10.98,10.702625,10.8183628472222,10.271,13.185
2018-08-03,2018,Aug,2017-2018,1,,2,11.613,10.8765,10.9943315972222,10.418,12.268
2018-08-04,2018,Aug,2017-2018,1,,2,11.346,11.044125,10.980484375,10.32,11.807
2018-08-05,2018,Aug,2017-2018,1,,2,11.224,11.622125,11.7370104166667,10.956,13.473
2018-08-06,2018,Aug,2017-2018,1,,2,12.268,12.481875,12.8059513888889,11.224,14.457
2018-08-07,2018,Aug,2017-2018,1,,2,11.419,12.479125,12.6157795138889,11.224,15.031
2018-08-08,2018,Aug,2017-2018,1,,2,10.98,11.813,11.9337065972222,10.98,13.57
2018-08-09,2018,Aug,2017-2018,1,,2,11.175,11.71925,11.7435364583333,10.858,14.96
